title,director_name,duration,gross,num_voted_users,movie_imdb_link,num_user_for_reviews,budget,title_year,imdb_score,aspect_ratio,movie_fb_likes
C.H.U.D.,Douglas Cheek,96,,7528,http://www.imdb.com/title/tt0087015/?ref_=fn_tt_tt_1,88,1250000,1984,5.5,1.85,0
Filly Brown,Youssef Delara,80,2833383,910,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,11,427000,2012,5.7,2.35,0
The Lion of Judah,Deryck Broom,87,,458,http://www.imdb.com/title/tt1212022/?ref_=fn_tt_tt_1,3,15000000,2011,3.7,1.78,381
Niagara,Henry Hathaway,92,,11047,http://www.imdb.com/title/tt0046126/?ref_=fn_tt_tt_1,116,1250000,1953,7.1,1.37,1000
How Green Was My Valley,John Ford,118,,15840,http://www.imdb.com/title/tt0033729/?ref_=fn_tt_tt_1,124,1250000,1941,7.8,1.37,0
The Girlfriend Experience,,27,,3282,http://www.imdb.com/title/tt3846642/?ref_=fn_tt_tt_1,17,,,7.3,,632
Da Sweet Blood of Jesus,Spike Lee,123,,794,http://www.imdb.com/title/tt3104930/?ref_=fn_tt_tt_1,9,1420000,2014,4.1,2.35,447
"Sex, Lies, and Videotape",Steven Soderbergh,100,24741700,37785,http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,95,1200000,1989,7.2,1.85,2000
Saw,James Wan,103,55153403,299127,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,1509,1200000,2004,7.7,1.85,0
Super Troopers,Jay Chandrasekhar,100,18488314,76151,http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1,333,1200000,2001,7.1,1.85,0
The Algerian,Giovanni Zelko,99,,101,http://www.imdb.com/title/tt1681370/?ref_=fn_tt_tt_1,1,1300000,2014,7.6,1.85,221
The Amazing Catfish,Claudia Sainte-Luce,89,11278,1229,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,2,1300000,2013,7,,407
The Day the Earth Stood Still,Scott Derrickson,104,79363785,139426,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,698,80000000,2008,5.5,2.35,0
Monsoon Wedding,Mira Nair,114,13876974,19397,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,214,7000000,2001,7.4,1.85,0
You Can Count on Me,Kenneth Lonergan,111,9180275,22145,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,231,1200000,2000,7.7,1.85,756
The Trouble with Harry,Alfred Hitchcock,99,,24891,http://www.imdb.com/title/tt0048750/?ref_=fn_tt_tt_1,150,1200000,1955,7.2,1.5,0
Lucky Number Slevin,Paul McGuigan,110,22494487,262160,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,507,27000000,2006,7.8,2.35,10000
But I'm a Cheerleader,Jamie Babbit,85,2199853,19986,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,186,1200000,1999,6.6,1.85,0
Home Run,David Boyd,113,2859955,2417,http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1,32,1200000,2013,6,2.35,0
Reservoir Dogs,Quentin Tarantino,99,2812029,664719,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,931,1200000,1992,8.4,2.35,19000
The Blue Bird,Walter Lang,83,,1047,http://www.imdb.com/title/tt0032264/?ref_=fn_tt_tt_1,25,,1940,6.5,1.37,548
"The Good, the Bad and the Ugly",Sergio Leone,142,6100000,503509,http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,780,1200000,1966,8.9,2.35,20000
The Second Mother,Anna Muylaert,112,375723,7025,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,26,4000000,2015,7.9,2.35,0
Blue Like Jazz,Steve Taylor,108,594904,2582,http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1,89,1200000,2012,6,1.85,0
Down and Out with the Dolls,Kurt Voss,88,58936,91,http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1,4,1200000,2001,6.1,1.78,27
"Pink Ribbons, Inc.",Léa Pool,97,24784,591,http://www.imdb.com/title/tt2035599/?ref_=fn_tt_tt_1,10,1200000,2011,7.4,,5000
Certifiably Jonathan,James David Pasternak,85,7826,132,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,2,1200000,2007,6.2,,87
Q,Laurent Bouhnik,103,,4068,http://www.imdb.com/title/tt1879030/?ref_=fn_tt_tt_1,16,1500000,2011,5.6,1.78,754
The Knife of Don Juan,Tom Sanchez,110,3830,27,http://www.imdb.com/title/tt1349485/?ref_=fn_tt_tt_1,1,1200000,2013,7.2,,75
Grand Theft Parsons,David Caffrey,88,,2953,http://www.imdb.com/title/tt0338075/?ref_=fn_tt_tt_1,38,,2003,6.1,1.85,480
Extreme Movie,Adam Jay Epstein,76,,9560,http://www.imdb.com/title/tt0806147/?ref_=fn_tt_tt_1,35,,2008,3.8,1.85,636
The Charge of the Light Brigade,Michael Curtiz,100,,3418,http://www.imdb.com/title/tt0027438/?ref_=fn_tt_tt_1,52,1200000,1936,7.1,1.37,204
Below Zero,Justin Thomas Ostensen,99,,652,http://www.imdb.com/title/tt1641388/?ref_=fn_tt_tt_1,11,1200000,2011,4.5,,161
Crowsnest,Brenton Spencer,84,,1321,http://www.imdb.com/title/tt2180333/?ref_=fn_tt_tt_1,51,1200000,2012,3.8,,238
Airborne,Rob Bowman,91,2850263,5061,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,70,2600000,1993,6.2,1.85,0
Cotton Comes to Harlem,Ossie Davis,97,,1172,http://www.imdb.com/title/tt0065579/?ref_=fn_tt_tt_1,27,1200000,1970,6.6,1.85,477
The Wicked Within,Jay Alaimo,84,,742,http://www.imdb.com/title/tt1943014/?ref_=fn_tt_tt_1,7,1200000,2015,4.6,,479
Bleeding Hearts,Dylan Bank,100,,71,http://www.imdb.com/title/tt2622294/?ref_=fn_tt_tt_1,2,1200000,2015,4.2,,242
Waiting...,Rob McKittrick,94,16101109,76467,http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,236,3000000,2005,6.8,1.85,0
Dead Man's Shoes,Shane Meadows,90,6013,39929,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,207,695393,2004,7.7,1.85,0
Wolf Creek,,,,726,http://www.imdb.com/title/tt4460878/?ref_=fn_tt_tt_1,6,,,7.1,2,954
From a Whisper to a Scream,Jeff Burr,92,1400000,1324,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,37,1100000,1987,5.9,1.85,241
Sex with Strangers,Harry Gantz,105,247740,285,http://www.imdb.com/title/tt0304692/?ref_=fn_tt_tt_1,8,,2002,4.7,1.33,51
Dracula: Pages from a Virgin's Diary,Guy Maddin,73,39659,1555,http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,32,1600000,2002,7,1.85,131
Faith Like Potatoes,Regardt van den Bergh,116,,2050,http://www.imdb.com/title/tt0850667/?ref_=fn_tt_tt_1,36,10000000,2006,6.9,1.85,0
Beyond the Black Rainbow,Panos Cosmatos,110,56129,6555,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,82,1100000,2010,6.1,2.35,0
The Raid: Redemption,Gareth Evans,102,4105123,148221,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,316,1100000,2011,7.6,1.85,51000
The Dead Undead,Matthew R. Anderson,89,,737,http://www.imdb.com/title/tt0923653/?ref_=fn_tt_tt_1,15,1100000,2010,3,1.85,444
The Vatican Exorcisms,Joe Marino,76,,332,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,10,1100000,2013,2.6,2.35,200
Casablanca,Michael Curtiz,82,,387508,http://www.imdb.com/title/tt0034583/?ref_=fn_tt_tt_1,1123,950000,1942,8.6,1.37,23000
Lake Mungo,Joel Anderson,89,,9465,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1,85,1400000,2008,6.1,1.85,0
Rocket Singh: Salesman of the Year,Shimit Amin,150,,11010,http://www.imdb.com/title/tt1434447/?ref_=fn_tt_tt_1,35,,2009,7.5,,773
Silent Running,Douglas Trumbull,89,,20678,http://www.imdb.com/title/tt0067756/?ref_=fn_tt_tt_1,199,1000000,1972,6.7,1.85,0
Rocky,John G. Avildsen,145,117235247,375240,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,542,960000,1976,8.1,1.33,0
The Sleepwalker,Mona Fastvold,91,,512,http://www.imdb.com/title/tt2723576/?ref_=fn_tt_tt_1,2,1100000,2014,4.9,2.35,234
The Fog,John Carpenter,89,21378000,46493,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,335,1000000,1980,6.8,2.35,7000
Tom Jones,Tony Richardson,121,,8508,http://www.imdb.com/title/tt0057590/?ref_=fn_tt_tt_1,56,1000000,1963,6.8,1.37,328
Unfriended,Levan Gabriadze,83,31537320,44329,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,309,1000000,2014,5.7,1.85,13000
Taxi Driver,Martin Scorsese,110,,507063,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,881,1300000,1976,8.3,1.85,35000
The Howling,Joe Dante,91,17986000,22773,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,195,1000000,1981,6.6,1.85,0
Dr. No,Terence Young,110,16067035,116642,http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,389,1100000,1962,7.3,1.37,5000
Chernobyl Diaries,Bradley Parker,86,18112929,52642,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,271,1000000,2012,5,1.85,24000
Hellraiser,Clive Barker,86,14564027,76407,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,335,1000000,1987,7,1.85,0
God's Not Dead 2,Harold Cronk,120,20773070,4501,http://www.imdb.com/title/tt4824308/?ref_=fn_tt_tt_1,102,5000000,2016,3.4,2.35,0
Cry_Wolf,Jeff Wadlow,90,10042266,23021,http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1,220,1000000,2005,5.9,2.35,816
Godzilla 2000,Takao Okawara,99,10037390,5442,http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,140,1000000000,1999,6,2.35,339
Blue Valentine,Derek Cianfrance,112,9701559,141425,http://www.imdb.com/title/tt1120985/?ref_=fn_tt_tt_1,283,3500000,2010,7.4,1.66,25000
Transamerica,Duncan Tucker,103,9013113,36321,http://www.imdb.com/title/tt0407265/?ref_=fn_tt_tt_1,230,1000000,2005,7.4,1.85,0
The Devil Inside,William Brent Bell,83,53245055,30570,http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1,290,1000000,2012,4.2,1.85,12000
Beyond the Valley of the Dolls,Russ Meyer,109,9000000,7584,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,137,900000,1970,6.2,2.35,0
Love Me Tender,Robert D. Webb,89,,2636,http://www.imdb.com/title/tt0049452/?ref_=fn_tt_tt_1,36,1000000,1956,6.2,2.35,365
An Inconvenient Truth,Davis Guggenheim,96,23808111,67654,http://www.imdb.com/title/tt0497116/?ref_=fn_tt_tt_1,504,,2006,7.5,1.85,0
Sands of Iwo Jima,Allan Dwan,109,,7346,http://www.imdb.com/title/tt0041841/?ref_=fn_tt_tt_1,69,1000000,1949,7.2,1.37,624
Shine a Light,Martin Scorsese,122,5355376,9638,http://www.imdb.com/title/tt0893382/?ref_=fn_tt_tt_1,67,,2008,7.2,1.85,0
The Green Inferno,Eli Roth,100,7186670,21468,http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,164,6000000,2013,5.4,2.35,12000
Departure,Andrew Steggall,109,,162,http://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1,5,1100000,2015,7,1.85,75
The Sessions,Ben Lewin,95,5997134,36381,http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,126,1000000,2012,7.2,1.85,11000
"Food, Inc.",Robert Kenner,94,4417124,42389,http://www.imdb.com/title/tt1286537/?ref_=fn_tt_tt_1,183,,2008,7.9,1.78,37000
October Baby,Andrew Erwin,107,5355847,6110,http://www.imdb.com/title/tt1720182/?ref_=fn_tt_tt_1,82,,2011,6.8,,0
Next Stop Wonderland,Brad Anderson,104,3386698,4195,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,86,1000000,1998,6.7,1.85,392
Juno,Jason Reitman,96,143492840,414345,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,881,7500000,2007,7.5,1.85,10000
The Skeleton Twins,Craig Johnson,93,5283379,31254,http://www.imdb.com/title/tt1571249/?ref_=fn_tt_tt_1,79,,2014,6.8,2.35,0
Martha Marcy May Marlene,Sean Durkin,102,2981638,40425,http://www.imdb.com/title/tt1441326/?ref_=fn_tt_tt_1,186,,2011,6.9,2.35,0
Obvious Child,Gillian Robespierre,84,3122616,16594,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,73,,2014,6.8,2.35,0
Frozen River,Courtney Hunt,97,2508841,21746,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,93,1000000,2008,7.2,1.85,0
20 Feet from Stardom,Morgan Neville,91,4946250,9540,http://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,80,1000000,2013,7.4,1.78,14000
Two Girls and a Guy,James Toback,84,1950218,5933,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,102,1000000,1997,5.6,1.85,387
Walking and Talking,Nicole Holofcener,86,1277257,2629,http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,32,1000000,1996,6.8,1.85,227
The Full Monty,Peter Cattaneo,91,45857453,82232,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,174,3500000,1997,7.2,1.85,0
Who Killed the Electric Car?,Chris Paine,92,1677838,11283,http://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,155,1000000,2006,7.7,1.75,0
The Broken Hearts Club: A Romantic Comedy,Greg Berlanti,94,1744858,6084,http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,120,1000000,2000,7,2.35,671
Bubba Ho-Tep,Don Coscarelli,92,,38893,http://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1,366,1000000,2002,7.2,1.85,0
Goosebumps,Rob Letterman,103,80021740,47988,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,154,58000000,2015,6.4,2.35,35000
Slam,Marc Levin,100,982214,1976,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,51,1000000,1998,7.2,1.85,603
Brigham City,Richard Dutcher,119,798341,983,http://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1,63,1000000,2001,7.2,1.85,100
Fiza,Khalid Mohamed,167,610991,2715,http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,19,1000000,2000,6.2,2.35,92
History of the World: Part I,Mel Brooks,92,,36559,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,131,11000000,1981,6.9,2.35,0
Orgazmo,Trey Parker,92,582024,30396,http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,168,1000000,1997,6.2,1.85,0
All the Real Girls,David Gordon Green,108,548712,9233,http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,126,2500000,2003,6.9,2.35,571
Dream with the Fishes,Finn Taylor,97,464655,1524,http://www.imdb.com/title/tt0119019/?ref_=fn_tt_tt_1,29,1000000,1997,7,1.85,166
Blue Car,Karen Moncrieff,88,464126,3142,http://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1,68,1000000,2002,6.7,1.85,115
Luminarias,José Luis Valenzuela,100,428535,505,http://www.imdb.com/title/tt0160498/?ref_=fn_tt_tt_1,32,1000000,2000,3.6,,24
Palo Alto,Gia Coppola,100,750100,19752,http://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1,61,,2013,6.3,1.85,0
Ajami,Scandar Copti,124,621240,4999,http://www.imdb.com/title/tt1077262/?ref_=fn_tt_tt_1,32,,2009,7.4,1.85,0
Wristcutters: A Love Story,Goran Dukic,88,104077,46076,http://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1,88,1000000,2006,7.4,1.78,11000
I Origins,Mike Cahill,106,334658,75633,http://www.imdb.com/title/tt2884206/?ref_=fn_tt_tt_1,160,,2014,7.3,2.39,32000
The Battle of Shaker Heights,Efram Potelle,79,279282,3806,http://www.imdb.com/title/tt0357470/?ref_=fn_tt_tt_1,49,1000000,2003,6.1,1.85,150
The Lovely Bones,Peter Jackson,135,43982842,125114,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,593,65000000,2009,6.7,2.35,16000
The Act of Killing,Joshua Oppenheimer,96,484221,23836,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,107,1000000,2012,8.2,1.85,20000
Taxi to the Dark Side,Alex Gibney,53,274661,10564,http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,40,1000000,2007,7.7,1.85,0
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Paul Crowder,97,144431,1290,http://www.imdb.com/title/tt0489247/?ref_=fn_tt_tt_1,13,1000000,2006,7.3,1.85,587
Guiana 1838,Rohit Jagessar,120,227241,56,http://www.imdb.com/title/tt0428609/?ref_=fn_tt_tt_1,2,,2004,7.4,,32
Lisa Picard Is Famous,Griffin Dunne,90,112521,455,http://www.imdb.com/title/tt0233699/?ref_=fn_tt_tt_1,16,,2000,5.7,,25
Antarctica: A Year on Ice,Anthony Powell,91,287761,2482,http://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,16,1000000,2013,7.6,1.85,0
A Lego Brickumentary,Kief Davidson,93,100240,1220,http://www.imdb.com/title/tt3214286/?ref_=fn_tt_tt_1,11,1000000,2014,6.8,,0
Hardflip,Johnny Remo,112,96734,606,http://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1,5,1000000,2012,5.6,1.85,706
Chocolate: Deep Dark Secrets,Vivek Agnihotri,160,49000,1524,http://www.imdb.com/title/tt0454431/?ref_=fn_tt_tt_1,30,1500000,2005,4.8,,31
The House of the Devil,Ti West,95,100659,30160,http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1,193,900000,2009,6.4,1.85,0
The Perfect Host,Nick Tomnay,93,48430,20176,http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,73,500000,2010,6.8,1.85,0
Safe Men,John Hamburg,88,21210,2735,http://www.imdb.com/title/tt0120813/?ref_=fn_tt_tt_1,52,1000000,1998,6.1,1.85,157
Speedway Junky,Nickolas Perry,105,,1434,http://www.imdb.com/title/tt0155197/?ref_=fn_tt_tt_1,43,1000000,1999,5.2,,27
The Last Big Thing,Dan Zukovic,98,22434,334,http://www.imdb.com/title/tt0161743/?ref_=fn_tt_tt_1,17,,1996,6.9,1.85,43
The Specials,Craig Mazin,82,12996,1938,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,54,1000000,2000,6,1.85,210
16 to Life,Becky Smith,89,,397,http://www.imdb.com/title/tt1130087/?ref_=fn_tt_tt_1,6,1000000,2009,6.3,1.78,143
Alone with Her,Eric Nicholas,78,10018,3228,http://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1,31,1000000,2006,6.1,1.85,244
Creative Control,Benjamin Dickinson,97,62480,1048,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,7,1000000,2015,5.5,2.39,793
Special,Hal Haberman,81,6387,4862,http://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,37,1000000,2006,6.9,1.85,0
Sparkler,Darren Stein,90,5494,377,http://www.imdb.com/title/tt0124137/?ref_=fn_tt_tt_1,13,,1997,5.6,,17
The Helix... Loaded,A. Raven Cruz,97,,534,http://www.imdb.com/title/tt0401462/?ref_=fn_tt_tt_1,9,1000000,2005,1.9,1.78,128
In Her Line of Fire,Brian Trenchard-Smith,88,721,783,http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1,12,1000000,2006,4.1,1.85,42
The Jimmy Show,Frank Whaley,96,703,480,http://www.imdb.com/title/tt0271020/?ref_=fn_tt_tt_1,21,1500000,2001,5.4,1.85,47
Heli,Amat Escalante,105,,3499,http://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1,15,1000000,2013,6.8,1.85,0
Karachi se Lahore,Wajahat Rauf,,,876,http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,15,1000000,2015,7,,259
Loving Annabelle,Katherine Brooks,76,,9190,http://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1,75,1000000,2006,6.7,1.85,501
Hits,David Cross,96,,1359,http://www.imdb.com/title/tt3145220/?ref_=fn_tt_tt_1,8,1000000,2014,5.8,1.78,903
Jimmy and Judy,Randall Rubin,99,,1420,http://www.imdb.com/title/tt0425151/?ref_=fn_tt_tt_1,26,1000000,2006,6.2,,138
Frat Party,Robert Bennett,90,,1612,http://www.imdb.com/title/tt1414361/?ref_=fn_tt_tt_1,28,1000000,2009,2.8,16,297
The Party's Over,Guy Hamilton,94,,340,http://www.imdb.com/title/tt0060816/?ref_=fn_tt_tt_1,7,,1965,7.3,1.37,32
Proud,Mary Pat Kelly,87,,275,http://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1,22,1000000,2004,5.8,,141
The Poker House,Lori Petty,93,,3943,http://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1,24,,2008,6.5,1.85,599
Childless,Charlie Levi,90,,33,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,,1000000,2008,6.1,,3
ZMD: Zombies of Mass Destruction,Kevin Hamedani,89,,3650,http://www.imdb.com/title/tt1134674/?ref_=fn_tt_tt_1,39,500000,2009,5.1,1.85,0
Snow White: A Deadly Summer,David DeCoteau,83,,634,http://www.imdb.com/title/tt2149137/?ref_=fn_tt_tt_1,14,1000000,2012,2.2,1.78,150
Hidden Away,Mikel Rueda,96,,955,http://www.imdb.com/title/tt3289362/?ref_=fn_tt_tt_1,7,,2014,7.2,2.35,68
My Last Day Without You,Stefan C. Schaefer,90,,982,http://www.imdb.com/title/tt1679248/?ref_=fn_tt_tt_1,12,1000000,2011,5.7,1.66,370
Steppin: The Movie,Michael Taliferro,138,,293,http://www.imdb.com/title/tt0826751/?ref_=fn_tt_tt_1,1,1000000,2009,3.4,,41
Doc Holliday's Revenge,David DeCoteau,84,,93,http://www.imdb.com/title/tt3359872/?ref_=fn_tt_tt_1,6,1000000,2014,3.8,1.78,54
Black Rock,Katie Aselton,83,,6531,http://www.imdb.com/title/tt1930294/?ref_=fn_tt_tt_1,47,,2012,4.7,1.85,0
Truth or Die,Robert Heath,96,,6513,http://www.imdb.com/title/tt1838722/?ref_=fn_tt_tt_1,41,1000000,2012,5.6,2.35,968
The Pet,D. Stevens,94,,425,http://www.imdb.com/title/tt0825728/?ref_=fn_tt_tt_1,24,1000000,2006,3.9,,91
Bang Bang Baby,Jeffrey St. Jules,90,,137,http://www.imdb.com/title/tt2655734/?ref_=fn_tt_tt_1,16,1000000,2014,5.4,,48
Fear Clinic,Robert Hall,95,,6256,http://www.imdb.com/title/tt2165765/?ref_=fn_tt_tt_1,19,1000000,2015,5.2,2.35,936
Zombie Hunter,K. King,93,,2057,http://www.imdb.com/title/tt2446502/?ref_=fn_tt_tt_1,30,1000000,2013,3.5,2.35,0
A Fine Step,Jonathan Meyers,111,,207,http://www.imdb.com/title/tt1604100/?ref_=fn_tt_tt_1,1,1000000,2014,5.3,,212
Trance,Danny Boyle,101,2319187,92640,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,212,20000000,2013,7,2.35,23000
Charly,Ralph Nelson,103,,4998,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,55,,1968,7.1,2.35,785
Banshee Chapter,Blair Erickson,87,,6265,http://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,56,950000,2013,5.5,,2000
Jesse,,30,,954,http://www.imdb.com/title/tt0156196/?ref_=fn_tt_tt_1,14,,,5.9,,57
Ask Me Anything,Allison Burnett,100,,7870,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,64,950000,2014,6,,884
And Then Came Love,Richard Schenkman,90,,443,http://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,4,989000,2007,4.8,,42
Food Chains,Sanjay Rawal,83,,265,http://www.imdb.com/title/tt2141739/?ref_=fn_tt_tt_1,3,913000,2014,7.1,,489
On the Waterfront,Elia Kazan,108,9600000,100890,http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1,281,910000,1954,8.2,1.85,0
L!fe Happens,Kat Coiro,100,20186,6025,http://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,15,930000,2011,5.7,2.35,995
"4 Months, 3 Weeks and 2 Days",Cristian Mungiu,113,1185783,44763,http://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,172,590000,2007,7.9,1.85,14000
The Horror Network Vol. 1,Brian Dorton,97,,139,http://www.imdb.com/title/tt3034146/?ref_=fn_tt_tt_1,3,3000000,2015,7.3,,52
Hard Candy,David Slade,104,1007962,131969,http://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1,651,950000,2005,7.1,2.35,12000
The Quiet,Jamie Babbit,91,381186,13485,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,90,900000,2005,6.4,2.35,698
Circumstance,Maryam Keshavarz,107,439958,6277,http://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1,43,,2011,5.9,2.35,0
Fruitvale Station,Ryan Coogler,85,16097842,53919,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,168,900000,2013,7.5,1.85,17000
The Brass Teapot,Ramaa Mosley,101,6643,11965,http://www.imdb.com/title/tt1935902/?ref_=fn_tt_tt_1,39,900000,2012,6.4,2.35,0
Bambi,James Algar,70,102797150,94225,http://www.imdb.com/title/tt0034492/?ref_=fn_tt_tt_1,136,,1942,7.4,1.33,0
The Hammer,Charles Herman-Wurmfeld,88,442638,5489,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,23,850000,2007,7.3,,337
Snitch,Ric Roman Waugh,112,42919096,64748,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,122,15000000,2013,6.5,2.35,12000
Latter Days,C. Jay Cox,107,819939,14580,http://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1,252,850000,2003,7.2,1.85,0
Elza,Mariette Monpierre,78,,19,http://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,2,900000,2011,6.7,16,24
1982,Tommy Oliver,90,,122,http://www.imdb.com/title/tt2388621/?ref_=fn_tt_tt_1,3,1000000,2013,7.1,,181
"For a Good Time, Call...",Jamie Travis,88,1243961,13421,http://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,34,850000,2012,6,2.35,0
Celeste & Jesse Forever,Lee Toland Krieger,92,3094687,24391,http://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,61,,2012,6.7,2.35,0
Time Changer,Rich Christiano,95,15278,1742,http://www.imdb.com/title/tt0295725/?ref_=fn_tt_tt_1,158,825000,2002,5.6,1.85,409
London to Brighton,Paul Andrew Williams,85,,7308,http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,72,500000,2006,7,2.35,933
American Hero,Nick Love,86,,2706,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,23,990000,2015,4.9,,549
Windsor Drive,Natalie Bible',90,,169,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,6,100000,2015,3.2,,312
